matcherUuid,contactfrequencyOption,genderOption,hobbyOption,sameMajorOption,ageOption,mbtiOption,myMajor,,,,
80a0fcad996f4021a2841dac91d13106,23,NOT_FREQUENT,FEMALE,"OTT 시청,영화,악기 연주,오버워치,맛집 탐방,뮤지컬",인공지능학과,ENTJ,FALSE,0.2,0.2,0.2,0.4
5b5b4d84733248299bf01e5a8ab9351b,25,NORMAL,FEMALE,"러닝,스팀게임,피파,티,k-pop",식품영양학과,ESFP,FALSE,0.2,0.2,0.2,0.4
b81b6f1baeb14ea48933a6e446aa54fb,21,NORMAL,MALE,"뜨개질,드라이브,인디음악,모바일게임,페스티벌,롤,베이킹,러닝,댄스",바이오메디컬화학공학과,INFJ,FALSE,0.2,0.2,0.2,0.4
c2b90dd69c614a9a90fad880a3f106aa,30,FREQUENT,FEMALE,"독서,드라이브,뜨개질,피파,해외 팝송,클라이밍,롤토체스,배드민턴,k-pop",중국언어문화학과,INFJ,TRUE,0.2,0.2,0.2,0.4
b3a04dfbd8df410f96a994e979d77a0a,28,NORMAL,MALE,"힙합,영화,드라이브,롤",정보통신전자공학부,INTJ,TRUE,0.2,0.2,0.2,0.4
f8cb5fd1445a4dfcaa751ea6543c3d60,27,NORMAL,MALE,"해외 여행,스팀게임",회계학과,INTJ,TRUE,0.2,0.2,0.2,0.4
f6c5398887754280a750c384fb7da242,27,NOT_FREQUENT,MALE,"힙합,휴식,발라드,헬스,오버워치,독서,자전거,OTT 시청,뮤지컬,피파",에너지환경공학과,INTJ,TRUE,0.2,0.2,0.2,0.4
74ccf656636f4b5b902a7857ceb4cfd9,23,NOT_FREQUENT,MALE,"사진 촬영,맛집 탐방,웹툰,피파",바이오메디컬화학공학과,ESFJ,FALSE,0.2,0.2,0.2,0.4
5e8f534a2da54a79aef7d5d4786615ca,20,NORMAL,FEMALE,"수집,요리,헬스,웹툰,휴식,발라드,야구,롤",컴퓨터정보공학부,INTJ,FALSE,0.2,0.2,0.2,0.4
8366eac6b3e34432ba9b5910f03055bd,22,FREQUENT,MALE,"패션,농구,발라드,영화,인디음악,맛집 탐방",컴퓨터정보공학부,ISFP,FALSE,0.2,0.2,0.2,0.4
aa082f27fdf840b9af3de507466b259f,29,NORMAL,FEMALE,롤,철학과,ISTJ,FALSE,0.2,0.2,0.2,0.4
753a313b508b4fb295c1ae2c4f8c2f5f,21,NORMAL,MALE,"휴식,웹툰,패션",중국언어문화학과,ESFP,TRUE,0.2,0.2,0.2,0.4
e756d6b36dcc498880377ab6ae79af60,23,FREQUENT,FEMALE,전시회,컴퓨터정보공학부,ESTJ,FALSE,0.2,0.2,0.2,0.4
e25ca31bac6843f39ff14442cc018850,28,NORMAL,FEMALE,"휴식,모바일게임",행정학과,ESTP,FALSE,0.2,0.2,0.2,0.4
6573903f37f44b1db4446cfbe2723e7e,26,NORMAL,FEMALE,"드라이브,사진 촬영,패션,코딩,축구,국내 여행,뜨개질,베이킹,티,댄스",미디어기술콘텐츠학과,ENFJ,FALSE,0.2,0.2,0.2,0.4
0f710a4a1e5046a3a98414c4d1819990,26,FREQUENT,FEMALE,"베이킹,헬스,보드게임,방탈출",컴퓨터정보공학부,ESFP,TRUE,0.2,0.2,0.2,0.4
45f0a8df98e5457597d4893a3e1ae92b,30,NOT_FREQUENT,MALE,"보드게임,모바일게임",심리학과,INFP,TRUE,0.2,0.2,0.2,0.4
e6faee9e73fd4fd6986b2124d1cc9fc2,27,FREQUENT,MALE,"맛집 탐방,휴식,배그,발라드,피파,OTT 시청,헬스,요가",정보통신전자공학부,ESTP,FALSE,0.2,0.2,0.2,0.4
f6c3e2c339c04a06a387edeeefe4c072,30,NOT_FREQUENT,FEMALE,"드라이브,수집,영화,오버워치,캠핑,맛집 탐방,배그,발라드,베이킹",자유전공학과,ESTJ,TRUE,0.2,0.2,0.2,0.4
953fba110c2d40ec923ea7139c436f2c,22,NOT_FREQUENT,MALE,"코딩,배그,댄스,맛집 탐방,영화,보드게임,자전거,OTT 시청,드라이브,롤",데이터사이언스학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
ab1cf926e06f4b0fbf35b8532d7a9f67,23,NOT_FREQUENT,FEMALE,"뜨개질,영화,오버워치,배드민턴,발라드,배그",화학과,ESTP,TRUE,0.2,0.2,0.2,0.4
9c9f44d604af4e3daa18199ced976159,26,NORMAL,MALE,"등산,페스티벌,피파,배그,자전거,농구",바이오메디컬화학공학과,ESTP,TRUE,0.2,0.2,0.2,0.4
485aebd87b074819b8d428e0741e9179,22,NOT_FREQUENT,MALE,"패션,롤토체스,OTT 시청",물리학과,ISTP,FALSE,0.2,0.2,0.2,0.4
d81a04bf1a494ae7bef2b536608bd4e6,27,NOT_FREQUENT,FEMALE,"클라이밍,방탈출,오버워치,자전거,배드민턴,축구,발라드,스팀게임",영어영문학부,ISFP,FALSE,0.2,0.2,0.2,0.4
ace9c7eae8ae4b208dbc154effac11fb,20,NOT_FREQUENT,FEMALE,"맛집 탐방,피파,배드민턴,OTT 시청,뮤지컬,축구,국내 여행,오버워치,클라이밍",에너지환경공학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
f7ac2a2e7dd445ba98633a2cb6c0d7c5,30,FREQUENT,FEMALE,"러닝,롤토체스",정보통신전자공학부,INTJ,FALSE,0.2,0.2,0.2,0.4
f89ab9939c8d429a97444cf3972fca7f,21,FREQUENT,FEMALE,"발라드,보드게임,웹툰,해외 팝송,수집,힙합,자전거,뜨개질,롤토체스",영어영문학부,INFP,TRUE,0.2,0.2,0.2,0.4
ff137790e3c84bb1b5b93db4b63f90bb,29,FREQUENT,FEMALE,"패션,웹툰,악기 연주,요가,k-pop,등산,독서,인디음악,전시회",경영학과,ISFP,TRUE,0.2,0.2,0.2,0.4
902804c5c94a4441a0e6032e857e7e0f,26,FREQUENT,MALE,"해외 여행,휴식,배그,등산,사진 촬영,투자,뜨개질,k-pop,티",행정학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
7debe54c771d4e139baa0d629e6f6605,29,FREQUENT,MALE,뜨개질,영어영문학부,INTJ,TRUE,0.2,0.2,0.2,0.4
31275f9376fe4afe8b68017ce89dabb1,26,NOT_FREQUENT,MALE,"힙합,사진 촬영,수집,배그,코딩,클라이밍,뮤지컬",공간디자인소비자학과,ENTP,TRUE,0.2,0.2,0.2,0.4
0372e4cb7cf6432187bc4223043bbab5,23,FREQUENT,MALE,"야구,발라드,피파,캠핑,뜨개질,투자,수집,사진 촬영,전시회,독서",행정학과,ENFP,FALSE,0.2,0.2,0.2,0.4
53a2cced1e7e469785a25f9a1eb1a267,26,FREQUENT,FEMALE,"OTT 시청,배그,해외 팝송",데이터사이언스학과,ISTP,FALSE,0.2,0.2,0.2,0.4
ae0f4144aa4d420baafbd66401ecb1e1,24,FREQUENT,MALE,"발라드,캠핑,오버워치,자전거,댄스,사진 촬영",특수교육과,ISFJ,FALSE,0.2,0.2,0.2,0.4
1e5522b168194fa5bda6cc494fe4bd1b,21,NORMAL,MALE,"k-pop,수집,등산,독서,배그",컴퓨터정보공학부,ESFJ,TRUE,0.2,0.2,0.2,0.4
c6af1ff17c384dc8a68a47880a48ce4c,23,NOT_FREQUENT,MALE,"발라드,힙합,인디음악,페스티벌,모바일게임,스팀게임",에너지환경공학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
9c14e87b5f724b7b943de1893619d0a2,26,NOT_FREQUENT,FEMALE,인디음악,자유전공학과,ISFJ,TRUE,0.2,0.2,0.2,0.4
26e4facc0ad747088f42030aa2d7a78b,22,NORMAL,MALE,"악기 연주,요리,요가,국내 여행,힙합",회계학과,INFP,FALSE,0.2,0.2,0.2,0.4
2c7fec28e1454b6fbd9ee68e41e872e3,22,NOT_FREQUENT,MALE,"뮤지컬,투자,클라이밍,해외 팝송,맛집 탐방,수집,헬스,힙합,야구,댄스",에너지환경공학과,ISFJ,TRUE,0.2,0.2,0.2,0.4
d787eeff9df6454dab9ca07c84ce47ca,28,FREQUENT,MALE,"티,배드민턴,휴식,영화,투자",생명공학과,ENFP,TRUE,0.2,0.2,0.2,0.4
3a6eaf676af545f9acf226bc5ec46b60,29,FREQUENT,FEMALE,"요리,국내 여행,페스티벌,오버워치,발라드,패션,방탈출,헬스,축구",심리학과,ESFJ,FALSE,0.2,0.2,0.2,0.4
9160b1e7d00a4fc1b92bb6a44314aad9,25,FREQUENT,MALE,"페스티벌,OTT 시청,클라이밍,독서,베이킹",법학과,ESTP,FALSE,0.2,0.2,0.2,0.4
d488644180cd45fab5fdae5f7ef4949c,29,FREQUENT,MALE,"인디음악,해외 여행,방탈출",특수교육과,INFP,TRUE,0.2,0.2,0.2,0.4
50c9b732cc9a4197a7e62b9c01be2486,22,NOT_FREQUENT,FEMALE,"캠핑,패션,OTT 시청,클라이밍",사회학과,INFJ,TRUE,0.2,0.2,0.2,0.4
83b8c2d7d89b42f89bb07470112220e0,27,FREQUENT,MALE,"등산,해외 팝송,휴식,국내 여행,드라이브,전시회,뮤지컬,축구",수학과,ENFP,FALSE,0.2,0.2,0.2,0.4
86f9a4ab759a41d7928f22ca4f9ff86b,28,FREQUENT,FEMALE,"사진 촬영,영화,농구,패션,맛집 탐방,뮤지컬,모바일게임",행정학과,INTP,FALSE,0.2,0.2,0.2,0.4
53d85429f9524c09bc98eae3fae4786b,25,NOT_FREQUENT,MALE,"악기 연주,배드민턴",의생명과학과,INFP,FALSE,0.2,0.2,0.2,0.4
d5eeb12d11ab46459598bc8e26f3902e,24,NORMAL,FEMALE,"해외 팝송,악기 연주,독서",인공지능학과,ESFP,TRUE,0.2,0.2,0.2,0.4
0ecea9bfeedc41a290fa0c52bbe8be1c,25,NORMAL,MALE,"러닝,인디음악,방탈출,요가,클라이밍,자전거,휴식,k-pop,OTT 시청",공간디자인소비자학과,ESFJ,FALSE,0.2,0.2,0.2,0.4
f44792133dce47daae0d6f50f680d3af,20,NORMAL,FEMALE,"패션,휴식",회계학과,ENTP,TRUE,0.2,0.2,0.2,0.4
dd7350970ed74fd998f8dafbded6c810,21,FREQUENT,FEMALE,"피파,해외 여행,발라드,전시회,베이킹,방탈출,뮤지컬",철학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
1209f1f0f6b649b1ba8aa3d8913f2371,20,FREQUENT,MALE,"오버워치,영화,인디음악,티",국제학부,ISFJ,TRUE,0.2,0.2,0.2,0.4
34679649e2fc400c90c11c52b66bf39e,20,NOT_FREQUENT,MALE,"전시회,클라이밍",인공지능학과,ESTP,FALSE,0.2,0.2,0.2,0.4
d0dfefa4ebf041ff8cb1cfe843d915e3,29,NORMAL,MALE,"수집,해외 팝송,롤토체스,전시회,보드게임",정보통신전자공학부,ENTJ,FALSE,0.2,0.2,0.2,0.4
4d36cc59d9094b6d8284b517b14b2850,30,NOT_FREQUENT,FEMALE,"국내 여행,해외 팝송,롤토체스,발라드,보드게임,자전거,사진 촬영,댄스",의류학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
7416bfbde2ea45b1a20bb2ae0ed9596f,20,NORMAL,FEMALE,맛집 탐방,의류학과,ESFP,FALSE,0.2,0.2,0.2,0.4
1dd47d46a58c4e60ae6714a7df91e4d3,24,FREQUENT,FEMALE,"휴식,농구,코딩,패션,투자,축구",국제학부,ENTP,FALSE,0.2,0.2,0.2,0.4
560949fc9bda4a0e8358a30d328aa5ae,28,NORMAL,FEMALE,"피파,댄스,전시회,패션,해외 여행,웹툰,영화,베이킹,맛집 탐방,악기 연주",공간디자인소비자학과,INFP,FALSE,0.2,0.2,0.2,0.4
299bb056aafe4b9eb447be80daadb5c2,22,FREQUENT,MALE,"해외 팝송,페스티벌",정보통신전자공학부,ESFP,FALSE,0.2,0.2,0.2,0.4
1bb9fb6e41f54c999f4049c6cc049130,20,NOT_FREQUENT,MALE,"피파,보드게임,롤토체스,투자,OTT 시청,축구,발라드,요리,댄스",물리학과,ENFJ,TRUE,0.2,0.2,0.2,0.4
dc9c0a4d9eb94a28a6fd8f013a969557,28,NORMAL,FEMALE,"티,k-pop",경영학과,ISFP,FALSE,0.2,0.2,0.2,0.4
0dfe630925ca46d8bedd58f3d2c47299,23,NOT_FREQUENT,MALE,"축구,드라이브,요리,발라드,악기 연주,전시회,러닝",정보통신전자공학부,ESFJ,FALSE,0.2,0.2,0.2,0.4
716b0189cc0b4425a0e859863cc7ab5b,26,FREQUENT,MALE,"축구,보드게임,러닝",특수교육과,ESFJ,FALSE,0.2,0.2,0.2,0.4
38993c9d8bf04b39878c5a4982544503,25,NOT_FREQUENT,FEMALE,"등산,롤토체스,드라이브,뮤지컬,보드게임,패션,힙합,캠핑",인공지능학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
5065a841fc6b4dc4baf09c6c036ec623,28,NORMAL,FEMALE,"전시회,야구,요가,캠핑,힙합,오버워치",공간디자인소비자학과,ENFP,FALSE,0.2,0.2,0.2,0.4
f60d7c414124483c96dd9c23e7de7599,22,NORMAL,FEMALE,"스팀게임,등산,피파,배드민턴",의류학과,ISFJ,TRUE,0.2,0.2,0.2,0.4
4a3de719db9b473dbbcfef856ec51dae,22,NORMAL,MALE,"클라이밍,야구,코딩,스팀게임,휴식",의생명과학과,INTP,FALSE,0.2,0.2,0.2,0.4
7a9fce78f78146ed8d6f58efef028338,26,NOT_FREQUENT,FEMALE,"수집,롤토체스,독서,코딩,요가,러닝,드라이브,힙합",국제학부,INTP,TRUE,0.2,0.2,0.2,0.4
d465810213b64394abd0a7b01d51f3ee,30,FREQUENT,FEMALE,"야구,영화,보드게임,힙합",컴퓨터정보공학부,INTP,FALSE,0.2,0.2,0.2,0.4
b5a0b18725f04dae90b3aff7050c675e,23,NOT_FREQUENT,MALE,"뮤지컬,등산,농구,악기 연주,자전거,맛집 탐방,발라드,사진 촬영,요리,오버워치",중국언어문화학과,ENTJ,FALSE,0.2,0.2,0.2,0.4
3c2a74a3122b4ef09631debd862703de,29,NOT_FREQUENT,MALE,"배드민턴,캠핑,뮤지컬,투자",생명공학과,ENFJ,FALSE,0.2,0.2,0.2,0.4
09abfbd82d1142269b16421a3cec7cb4,25,NORMAL,MALE,"방탈출,배그,클라이밍,자전거,사진 촬영,해외 팝송,수집",철학과,ESFP,FALSE,0.2,0.2,0.2,0.4
23c2f9b23b88481a8390bdc063718896,28,NOT_FREQUENT,MALE,"투자,캠핑,발라드,OTT 시청",인공지능학과,INFP,TRUE,0.2,0.2,0.2,0.4
c57d53b273d847f7a124a00d687b2280,21,NOT_FREQUENT,FEMALE,"캠핑,러닝,인디음악,오버워치,배그,OTT 시청,배드민턴,국내 여행",특수교육과,INTP,TRUE,0.2,0.2,0.2,0.4
4cf79cdd4c7146ddac9d92d82af8a725,20,NOT_FREQUENT,MALE,"인디음악,맛집 탐방,투자,보드게임,등산",중국언어문화학과,ENFP,FALSE,0.2,0.2,0.2,0.4
a158f94328694ae9b39c2511723ceaa2,25,NORMAL,MALE,"k-pop,악기 연주,베이킹,보드게임,발라드",의류학과,ESTJ,FALSE,0.2,0.2,0.2,0.4
6c96a54a5b71444b851e5713001b102c,30,NOT_FREQUENT,FEMALE,"요가,등산,배그,러닝,국내 여행,오버워치,캠핑",바이오메디컬화학공학과,ISTJ,FALSE,0.2,0.2,0.2,0.4
6c6e690f59d14ca883d91591c5b42170,24,NOT_FREQUENT,MALE,피파,자유전공학과,ISFP,FALSE,0.2,0.2,0.2,0.4
9ff33a7d60504f81a214b82d7ba7cc93,25,NORMAL,MALE,"농구,모바일게임,롤토체스,영화,요리",행정학과,INTJ,TRUE,0.2,0.2,0.2,0.4
89d551517196450e8e8b8c1812a68fa9,28,NORMAL,FEMALE,"뮤지컬,러닝,투자,스팀게임,배그,방탈출,OTT 시청,코딩",데이터사이언스학과,INTP,TRUE,0.2,0.2,0.2,0.4
b12dcec03fd544f8894ae5e6d81ccb22,28,NOT_FREQUENT,FEMALE,"웹툰,k-pop,클라이밍,코딩,러닝,뜨개질,드라이브,헬스,뮤지컬",국제학부,ISTP,TRUE,0.2,0.2,0.2,0.4
3cb22edb1b4c44d49c1862d671e09a6b,23,NORMAL,MALE,"해외 팝송,캠핑,롤,피파,k-pop,영화,수집,스팀게임,페스티벌",미디어기술콘텐츠학과,ENTP,TRUE,0.2,0.2,0.2,0.4
5cc17113d82145c2bcbfae4c05c64e75,30,FREQUENT,MALE,"뮤지컬,등산,롤,티",화학과,ISFP,FALSE,0.2,0.2,0.2,0.4
fb10d406d1f348afae4ad3485ad6e2d7,25,NOT_FREQUENT,MALE,"롤토체스,힙합,휴식,요가,방탈출,k-pop,클라이밍,수집,배드민턴,요리",수학과,ESFJ,FALSE,0.2,0.2,0.2,0.4
3f2716dea33741e2a9b64ecbdf8cffd1,22,FREQUENT,MALE,"국내 여행,사진 촬영",화학과,ISFJ,TRUE,0.2,0.2,0.2,0.4
d230781540884ef6b27bd0748c6f0c56,23,FREQUENT,FEMALE,"롤토체스,베이킹",인공지능학과,ENTP,TRUE,0.2,0.2,0.2,0.4
f68108d0b686409ca02ed3d798d94725,24,FREQUENT,MALE,"피파,k-pop,코딩,투자,해외 여행,휴식,배드민턴,농구,뜨개질",의류학과,ENFJ,TRUE,0.2,0.2,0.2,0.4
08c360d92ec643c8a018c20346667954,25,FREQUENT,FEMALE,티,중국언어문화학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
cba717e479b340558e482b1f9dc223f0,30,NOT_FREQUENT,MALE,OTT 시청,인공지능학과,ESTJ,TRUE,0.2,0.2,0.2,0.4
e6f9823a65fb44ec8cc8a00bccea7c49,26,NOT_FREQUENT,MALE,"축구,농구,영화,클라이밍,전시회,맛집 탐방,롤",식품영양학과,INTP,TRUE,0.2,0.2,0.2,0.4
38d226f8d0d6415ba865dc2ca1f255ba,22,NORMAL,FEMALE,"영화,오버워치,요가,뮤지컬,방탈출,롤토체스,패션,배드민턴",의류학과,ENFP,FALSE,0.2,0.2,0.2,0.4
32bf211f869b43748caf36daf03cd366,25,NORMAL,MALE,"피파,캠핑,보드게임,국내 여행,휴식,등산,코딩,수집,힙합,요가",에너지환경공학과,INFJ,TRUE,0.2,0.2,0.2,0.4
648ff5b6d4a94bdf8f41cd64e3b75743,25,NOT_FREQUENT,MALE,"해외 팝송,롤토체스,농구,웹툰,전시회,러닝,국내 여행,롤,헬스",중국언어문화학과,ISFJ,TRUE,0.2,0.2,0.2,0.4
46913393067643e3b3b74d9c08728e94,23,FREQUENT,MALE,"캠핑,롤,축구,배드민턴,해외 팝송,국내 여행",미디어기술콘텐츠학과,ESFJ,TRUE,0.2,0.2,0.2,0.4
aad7251c5b354b8aae2e06c470e93504,22,NORMAL,FEMALE,"사진 촬영,맛집 탐방,국내 여행,롤토체스,오버워치,투자,코딩,전시회",영어영문학부,ISFJ,TRUE,0.2,0.2,0.2,0.4
b7e4060ccc7448d9acf69a3cb878830d,26,NORMAL,FEMALE,"악기 연주,힙합,롤,댄스,캠핑,코딩",철학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
e27679e944f34c0faa59f17406d65483,22,FREQUENT,FEMALE,"모바일게임,오버워치,힙합,배드민턴,투자,k-pop,패션,해외 팝송,베이킹",수학과,ISTJ,FALSE,0.2,0.2,0.2,0.4
1c356918475d461cba85f77a0dd65f30,21,FREQUENT,MALE,"베이킹,뜨개질,전시회,해외 팝송,국내 여행",국제학부,ENFJ,FALSE,0.2,0.2,0.2,0.4
8b735babcdcc4f3f9294a462e0f1ec1c,27,NORMAL,MALE,"자전거,사진 촬영,영화,투자",자유전공학과,ENFJ,FALSE,0.2,0.2,0.2,0.4
cfd364eaca144fd29fb2d656bd4ad7e4,21,NORMAL,MALE,"보드게임,사진 촬영",자유전공학과,INFP,TRUE,0.2,0.2,0.2,0.4
d7bf19dd46d6410d877a6a0ebe0afdbd,22,FREQUENT,MALE,"코딩,뜨개질,투자",인공지능학과,INTJ,FALSE,0.2,0.2,0.2,0.4
19276bf4b286471b9117eabfa9ff81ab,24,NOT_FREQUENT,FEMALE,사진 촬영,수학과,ENTJ,FALSE,0.2,0.2,0.2,0.4
08434eca18314a34a682fa9f94723e89,27,NORMAL,FEMALE,"발라드,롤토체스,코딩,피파,댄스,등산",컴퓨터정보공학부,INTP,TRUE,0.2,0.2,0.2,0.4
7872500234df4db388f15a599fa93e25,25,NOT_FREQUENT,FEMALE,"러닝,요리,배그,베이킹,드라이브,농구,힙합,사진 촬영,뮤지컬",데이터사이언스학과,INFJ,TRUE,0.2,0.2,0.2,0.4
bbf8c8afe079441aae564bd34c45f1b3,28,FREQUENT,MALE,"모바일게임,배그,해외 여행,스팀게임",경영학과,ESFP,TRUE,0.2,0.2,0.2,0.4
2a2114f46c5841908211820c1eebdbfa,30,NORMAL,MALE,"스팀게임,모바일게임,티,베이킹",화학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
10f4d326b4cf4cebbb46f3f65eed44ce,28,NORMAL,MALE,드라이브,영어영문학부,ISFJ,FALSE,0.2,0.2,0.2,0.4
dfae31ccdbc148aeb7909f19cd014574,24,FREQUENT,MALE,"뮤지컬,독서,축구,피파",생명공학과,ESTJ,TRUE,0.2,0.2,0.2,0.4
14cebf54423e413abb138d6934eb18d1,26,NORMAL,FEMALE,"수집,영화,농구,뮤지컬,악기 연주,코딩,롤,패션,피파,투자",행정학과,ISFP,TRUE,0.2,0.2,0.2,0.4
a1305f111fe248e6a75f411664f8649e,26,NOT_FREQUENT,MALE,"러닝,요가,독서,등산,댄스,인디음악,베이킹,배그,롤",철학과,ESFP,TRUE,0.2,0.2,0.2,0.4
d44c502ffc2a4a40b4633b0b7d24249b,29,NORMAL,FEMALE,"맛집 탐방,OTT 시청,요가,인디음악,영화",컴퓨터정보공학부,ENFP,FALSE,0.2,0.2,0.2,0.4
373a889876c34241a81bb28095ddc3c6,27,NORMAL,MALE,야구,경영학과,ISTP,FALSE,0.2,0.2,0.2,0.4
6355904482b546e7b4a327c9d6619674,20,NORMAL,MALE,"자전거,티,투자,클라이밍,뮤지컬",생명공학과,ENFJ,TRUE,0.2,0.2,0.2,0.4
31b9982a351a415babaa328eec78a2bf,30,NORMAL,MALE,"방탈출,보드게임,롤",인공지능학과,ESFP,TRUE,0.2,0.2,0.2,0.4
57b035305459447896abd804408a02ac,21,NOT_FREQUENT,MALE,"악기 연주,전시회,스팀게임,티,사진 촬영,휴식,국내 여행,야구,요리",물리학과,ENTJ,TRUE,0.2,0.2,0.2,0.4
a462a13dcb0e4c6791519617673fa4ab,27,NORMAL,MALE,"패션,티",물리학과,ISFP,FALSE,0.2,0.2,0.2,0.4
3cd8ec235af14fbd84965a82e3722597,24,FREQUENT,FEMALE,"k-pop,발라드",철학과,ESTP,FALSE,0.2,0.2,0.2,0.4
22dbbb3542344621971997b1ad4492bc,25,NORMAL,FEMALE,"피파,러닝",철학과,ISFP,TRUE,0.2,0.2,0.2,0.4
0aac78e0b6384c74a6c1868d8d72c7e8,27,NORMAL,FEMALE,"보드게임,캠핑,모바일게임,방탈출,인디음악",회계학과,ENTJ,FALSE,0.2,0.2,0.2,0.4
d620bd8ffd57407b9f73bde424b013e4,22,NOT_FREQUENT,MALE,"투자,인디음악,요리,요가",특수교육과,ENFJ,TRUE,0.2,0.2,0.2,0.4
5589257146ff4a4292fe56f9dbc2aba1,30,FREQUENT,MALE,티,미디어기술콘텐츠학과,INFJ,TRUE,0.2,0.2,0.2,0.4
918d4e93a6854bbc9a1ba04ff639d413,22,NORMAL,MALE,"악기 연주,해외 팝송,인디음악,발라드,배드민턴,k-pop",심리학과,INTP,FALSE,0.2,0.2,0.2,0.4
102600a8ca434095a165f0856b7ba1ce,26,FREQUENT,FEMALE,"방탈출,야구,뮤지컬,맛집 탐방",자유전공학과,ESFJ,TRUE,0.2,0.2,0.2,0.4
8e33b88d5fdd42b79fe19b6831ddda70,30,FREQUENT,MALE,"맛집 탐방,티,코딩,페스티벌,사진 촬영,헬스,전시회,드라이브,힙합",식품영양학과,INTP,TRUE,0.2,0.2,0.2,0.4
1ccb57d613e543c6bd570518f209e988,25,NOT_FREQUENT,FEMALE,"댄스,힙합,인디음악,코딩,요가,악기 연주,뜨개질,해외 팝송,클라이밍,투자",공간디자인소비자학과,ENTP,FALSE,0.2,0.2,0.2,0.4
7668d5066d85413b9793992a0a016d9d,23,NOT_FREQUENT,MALE,"티,캠핑,배그,수집,인디음악",국제학부,ENFJ,FALSE,0.2,0.2,0.2,0.4
c44b400af8d341df9412d41da899862c,20,NOT_FREQUENT,MALE,"해외 팝송,피파,롤,스팀게임",특수교육과,ESTP,FALSE,0.2,0.2,0.2,0.4
3dd4e734f4d746f3b4be3e5868d4b3b5,21,NOT_FREQUENT,FEMALE,"뜨개질,티,발라드,패션,러닝,코딩,클라이밍,해외 여행,맛집 탐방,악기 연주",특수교육과,INTJ,FALSE,0.2,0.2,0.2,0.4
e7cbb026d414480ba7c8b8aeabbff41f,21,NOT_FREQUENT,FEMALE,"야구,베이킹,오버워치",행정학과,ENFP,TRUE,0.2,0.2,0.2,0.4
4f5ed8b66a2943209ead475edc104358,23,FREQUENT,MALE,"농구,전시회,k-pop,모바일게임,뮤지컬,영화,요가,베이킹,웹툰,롤",행정학과,ISTP,FALSE,0.2,0.2,0.2,0.4
24743b41b370417c91140877871d4c51,23,NORMAL,FEMALE,"k-pop,사진 촬영,독서,전시회,방탈출,스팀게임,발라드",에너지환경공학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
18a9f6c0ecff481b9680b64d58b4cad0,22,NOT_FREQUENT,MALE,"국내 여행,영화,뮤지컬,패션,전시회,등산,요가,발라드,클라이밍",철학과,ISTP,FALSE,0.2,0.2,0.2,0.4
7df31ff0f6c54f7ca5e74f0e99b475ba,23,NORMAL,MALE,티,철학과,ISFJ,FALSE,0.2,0.2,0.2,0.4
04e64e22514f4ff38bbbc83e0477b750,27,NORMAL,MALE,발라드,행정학과,ENFP,TRUE,0.2,0.2,0.2,0.4
6dcd2ad9d9a94d5299dc83ea605b031d,28,NORMAL,FEMALE,"악기 연주,국내 여행,뮤지컬,농구,클라이밍,패션,수집,투자,코딩",의생명과학과,ENFP,FALSE,0.2,0.2,0.2,0.4
1d470e5dd57c43d1b940f4e2beba96ce,20,NORMAL,FEMALE,"독서,롤,투자,롤토체스",철학과,ISTP,FALSE,0.2,0.2,0.2,0.4
0eb92863c4dc471d947653dd06ee31a9,21,FREQUENT,FEMALE,"모바일게임,헬스,티,코딩,방탈출",컴퓨터정보공학부,INFP,TRUE,0.2,0.2,0.2,0.4
13c49972a1ea43199a59beafd982b729,28,NOT_FREQUENT,MALE,"k-pop,야구,수집,휴식,티,축구,악기 연주",바이오메디컬화학공학과,ESFP,FALSE,0.2,0.2,0.2,0.4
46d36d5a9c344720821ceea0b7a96476,22,NORMAL,MALE,"보드게임,자전거,요가,투자,배드민턴",식품영양학과,ENTP,TRUE,0.2,0.2,0.2,0.4
a59f08fcd49c4fc9b901e0c219a7fac6,25,NORMAL,FEMALE,"코딩,배그,전시회,패션,투자,보드게임,해외 팝송,농구,배드민턴",데이터사이언스학과,ENTP,TRUE,0.2,0.2,0.2,0.4
05e7397c399840308c103e1d5af7a99b,22,NOT_FREQUENT,FEMALE,"발라드,독서",수학과,INFP,FALSE,0.2,0.2,0.2,0.4
16235abec5f34dde9e2165c8ffed7b03,27,FREQUENT,FEMALE,"방탈출,스팀게임,티,웹툰,맛집 탐방,피파",회계학과,ISTJ,FALSE,0.2,0.2,0.2,0.4
af7e537b07c54412a4758f86abd7e50e,22,NORMAL,MALE,"축구,베이킹",공간디자인소비자학과,ISTJ,TRUE,0.2,0.2,0.2,0.4
